species,station_id,station_name,n_years,first_year,last_year,mean_doy,ols_slope,ols_decade,ols_r,ols_p,gls_slope,gls_se,gls_p,ar1_rho,gls_transition
くまぜみの初鳴,宇和島,892,35,1971,2005,192.3,-0.02213,-0.221,-0.0515,0.768692,-0.03120,0.07634,0.685454,-0.0337,
くまぜみの初鳴,高知,893,43,1958,2020,186.7,-0.10540,-1.054,-0.3415,0.024992,-0.10438,0.05062,0.045738,0.0121,
くまぜみの初鳴,与那国島,912,50,1957,2008,161.4,0.22323,2.232,0.4449,0.001208,0.25262,0.07354,0.001247,0.1031,
くまぜみの初鳴,西表島,917,42,1956,2001,190.3,0.31635,3.164,0.2782,0.074472,0.28200,0.20517,0.177142,0.1237,
くまぜみの初鳴,石垣島,918,67,1953,2020,159.3,0.00901,0.090,0.0213,0.864213,0.03041,0.04566,0.507787,-0.1299,
くまぜみの初鳴,宮古島,927,68,1953,2020,149.3,-0.09356,-0.936,-0.1698,0.166296,-0.08469,0.06865,0.221793,-0.0003,
くまぜみの初鳴,久米島,929,41,1962,2004,163.8,0.68233,6.823,0.5493,0.000200,0.69982,0.16340,0.000121,-0.0665,
くまぜみの初鳴,那覇,936,58,1956,2020,174.8,-0.26603,-2.660,-0.5609,0.000005,-0.24553,0.06637,0.000501,0.1992,
くまぜみの初鳴,名護,940,30,1972,2001,166.3,0.42870,4.287,0.5223,0.003071,0.32873,0.13499,0.021769,0.0492,
さしば南下の初見,与那国島,912,13,1957,2002,281.5,0.18921,1.892,0.3201,0.286246,0.28691,0.10127,0.017755,-0.5069,ns_to_sig
さしば南下の初見,西表島,917,27,1956,2001,286.5,0.09092,0.909,0.2837,0.151512,0.07874,0.05506,0.165546,-0.1862,
さしば南下の初見,石垣島,918,67,1953,2020,282.3,0.08967,0.897,0.3102,0.010622,0.09372,0.03299,0.006026,-0.0609,
さしば南下の初見,宮古島,927,65,1953,2020,281.2,0.03223,0.322,0.2355,0.059006,0.03346,0.01827,0.071778,0.0529,
さしば南下の初見,久米島,929,15,1962,1984,286.0,0.29719,2.972,0.3970,0.142880,0.33827,0.21037,0.133821,-0.0210,
さしば南下の初見,那覇,936,25,1957,2002,284.0,-0.11598,-1.160,-0.3730,0.066287,-0.11153,0.04170,0.013849,-0.3950,ns_to_sig
さしば南下の初見,名護,940,22,1973,2001,283.0,0.00076,0.008,0.0016,0.994279,0.06084,0.15079,0.691091,0.2432,
つくつくほうしの初鳴,福島,595,61,1953,2020,225.6,0.12210,1.221,0.2479,0.054088,0.12632,0.06435,0.054450,0.0002,
つくつくほうしの初鳴,白河,597,13,1953,1965,229.6,-1.44505,-14.451,-0.7405,0.003791,-1.65723,0.24889,0.000056,-0.4664,
つくつくほうしの初鳴,小名浜,598,53,1953,2008,223.1,0.10008,1.001,0.2422,0.080523,0.11875,0.06083,0.056537,0.0605,
つくつくほうしの初鳴,輪島,600,58,1953,2010,212.7,0.16817,1.682,0.4933,0.000083,0.16343,0.03110,0.000002,-0.2623,
つくつくほうしの初鳴,相川,602,55,1953,2007,220.9,0.05382,0.538,0.1421,0.300757,0.06201,0.03475,0.080161,-0.4012,
つくつくほうしの初鳴,新潟,604,33,1965,2020,230.8,-0.05931,-0.593,-0.0810,0.653985,0.18383,0.14533,0.215638,0.2040,
つくつくほうしの初鳴,金沢,605,64,1953,2019,221.2,0.03350,0.335,0.1059,0.405062,0.03420,0.04699,0.469474,0.1308,
つくつくほうしの初鳴,富山,607,63,1953,2020,216.9,-0.23670,-2.367,-0.6093,0.000000,-0.22218,0.04499,0.000007,0.1104,
つくつくほうしの初鳴,長野,610,64,1953,2020,225.9,0.21036,2.104,0.4054,0.000891,0.23048,0.06455,0.000702,0.0578,
つくつくほうしの初鳴,宇都宮,615,68,1953,2020,215.9,0.03531,0.353,0.0946,0.442736,0.04421,0.04814,0.361845,0.0274,
つくつくほうしの初鳴,福井,616,59,1962,2020,219.4,-0.20193,-2.019,-0.4855,0.000097,-0.18786,0.04501,0.000106,-0.0834,
つくつくほうしの初鳴,松本,618,22,1953,2002,231.5,0.00686,0.069,0.0086,0.969673,-0.07166,0.19590,0.718572,0.0530,
つくつくほうしの初鳴,前橋,624,67,1953,2020,221.7,-0.02268,-0.227,-0.0637,0.608780,-0.02468,0.04520,0.586970,-0.0051,
つくつくほうしの初鳴,熊谷,626,68,1953,2020,217.6,-0.03109,-0.311,-0.0909,0.460773,-0.03182,0.03824,0.408344,-0.1208,
つくつくほうしの初鳴,水戸,629,68,1953,2020,223.2,0.08007,0.801,0.2241,0.066207,0.08838,0.05421,0.107907,0.2090,
つくつくほうしの初鳴,敦賀,631,48,1953,2005,226.4,-0.12917,-1.292,-0.3044,0.035435,-0.12975,0.05491,0.022509,-0.1244,
つくつくほうしの初鳴,岐阜,632,42,1955,2020,230.9,0.28378,2.838,0.4920,0.000935,0.33420,0.10376,0.002578,0.1742,
つくつくほうしの初鳴,名古屋,636,68,1953,2020,224.5,0.08133,0.813,0.2390,0.049646,0.08789,0.03794,0.023710,-0.0916,
つくつくほうしの初鳴,飯田,637,54,1953,2006,224.8,0.16287,1.629,0.3787,0.004741,0.15755,0.05712,0.008042,-0.0020,
つくつくほうしの初鳴,甲府,638,60,1953,2020,217.3,-0.11793,-1.179,-0.2492,0.054878,-0.13755,0.07815,0.083757,0.2344,
つくつくほうしの初鳴,銚子,648,57,1953,2020,225.9,-0.13055,-1.305,-0.2384,0.074166,-0.12601,0.08125,0.126758,0.0681,
つくつくほうしの初鳴,津,651,24,1953,1980,230.5,-0.43833,-4.383,-0.4634,0.022577,-0.52408,0.16123,0.003826,-0.1162,
つくつくほうしの初鳴,浜松,654,52,1953,2005,218.7,0.12531,1.253,0.2921,0.035646,0.13925,0.07948,0.086021,0.2763,sig_to_ns
つくつくほうしの初鳴,静岡,656,61,1953,2020,209.5,0.10791,1.079,0.2255,0.080623,0.15288,0.06496,0.022015,0.0833,ns_to_sig
つくつくほうしの初鳴,東京,662,17,1953,1977,219.4,-0.49428,-4.943,-0.5913,0.012431,-0.51156,0.12260,0.000939,-0.4390,
つくつくほうしの初鳴,尾鷲,663,30,1953,2007,224.0,0.36989,3.699,0.6548,0.000086,0.40125,0.06394,0.000001,-0.2596,
つくつくほうしの初鳴,横浜,670,66,1953,2020,221.9,-0.22493,-2.249,-0.4137,0.000554,-0.25695,0.09241,0.007147,0.3663,
つくつくほうしの初鳴,館山,672,25,1980,2006,214.1,-0.03371,-0.337,-0.0269,0.898476,0.09104,0.41425,0.828070,0.3464,
つくつくほうしの初鳴,大島,675,55,1953,2009,207.4,0.07778,0.778,0.1988,0.145697,0.06814,0.07706,0.380632,0.3265,
つくつくほうしの初鳴,三宅島,677,44,1953,2000,194.7,0.15343,1.534,0.2367,0.121809,0.18922,0.10428,0.076917,0.0419,
つくつくほうしの初鳴,八丈島,678,57,1953,2009,184.9,0.33031,3.303,0.5761,0.000003,0.31177,0.07355,0.000088,0.1248,
つくつくほうしの初鳴,西郷,740,11,1953,1963,203.2,0.01818,0.182,0.0099,0.976972,0.10125,0.52525,0.851953,-0.3361,
つくつくほうしの初鳴,松江,741,45,1953,2020,220.6,-0.03053,-0.305,-0.1090,0.475801,-0.03054,0.04305,0.482001,-0.0470,
つくつくほうしの初鳴,鳥取,746,43,1953,2002,219.0,0.00440,0.044,0.0114,0.942148,0.02754,0.05311,0.606941,-0.1406,
つくつくほうしの初鳴,浜田,755,51,1956,2007,215.9,-0.00433,-0.043,-0.0122,0.932399,0.00026,0.05062,0.995970,-0.0441,
つくつくほうしの初鳴,京都,759,41,1954,2002,227.4,-0.01652,-0.165,-0.0332,0.836871,0.01358,0.06962,0.846426,-0.1501,
つくつくほうしの初鳴,彦根,761,49,1953,2002,219.6,0.10831,1.083,0.2451,0.089613,0.14165,0.08773,0.113246,0.3063,
つくつくほうしの初鳴,下関,762,11,1953,1963,213.8,0.94545,9.455,0.3984,0.224957,1.66483,0.92930,0.110986,0.1673,
つくつくほうしの初鳴,広島,765,68,1953,2020,211.7,-0.26942,-2.694,-0.5048,0.000011,-0.25206,0.06647,0.000330,0.1401,
つくつくほうしの初鳴,岡山,768,61,1954,2020,201.6,-0.26551,-2.655,-0.5440,0.000006,-0.24720,0.06469,0.000326,0.1552,
つくつくほうしの初鳴,神戸,770,50,1953,2002,219.1,-0.05061,-0.506,-0.1048,0.468765,-0.05799,0.10150,0.570453,0.3280,
つくつくほうしの初鳴,洲本,776,50,1953,2002,216.6,-0.01969,-0.197,-0.0526,0.716728,-0.01469,0.05453,0.788875,-0.0285,
つくつくほうしの初鳴,和歌山,777,66,1953,2020,225.5,-0.28284,-2.828,-0.4562,0.000118,-0.28446,0.11176,0.013376,0.4260,
つくつくほうしの初鳴,潮岬,778,47,1962,2009,228.8,0.13292,1.329,0.2217,0.134242,0.10116,0.10731,0.350982,0.1746,
つくつくほうしの初鳴,奈良,780,66,1954,2020,218.2,-0.16267,-1.627,-0.4231,0.000402,-0.15454,0.05823,0.010063,0.2563,
つくつくほうしの初鳴,厳原,800,48,1953,2002,199.7,0.05511,0.551,0.1407,0.340007,0.05967,0.04941,0.233502,-0.1829,
つくつくほうしの初鳴,福岡,807,45,1953,2002,220.7,-0.17286,-1.729,-0.2543,0.091819,-0.19255,0.12817,0.140487,0.1968,
つくつくほうしの初鳴,佐賀,813,50,1953,2002,217.6,-0.00951,-0.095,-0.0191,0.895463,-0.02509,0.09312,0.788763,0.2201,
つくつくほうしの初鳴,大分,815,10,1954,1969,220.5,-0.35541,-3.554,-0.2890,0.417982,-0.30814,0.30121,0.340343,-0.5049,
つくつくほうしの初鳴,長崎,817,50,1953,2002,196.5,-0.23261,-2.326,-0.4401,0.001382,-0.19871,0.07418,0.010151,0.0780,
つくつくほうしの初鳴,熊本,819,50,1953,2002,209.0,-0.07827,-0.783,-0.1155,0.424548,-0.09017,0.17101,0.600488,0.4809,
つくつくほうしの初鳴,鹿児島,827,38,1962,2002,218.8,-0.53457,-5.346,-0.5091,0.001098,-0.53666,0.21371,0.016803,0.2847,
つくつくほうしの初鳴,屋久島,836,22,1953,1974,209.3,0.07397,0.740,0.0870,0.700402,0.14503,0.18648,0.446300,-0.0824,
つくつくほうしの初鳴,種子島,837,24,1954,1981,188.5,0.54542,5.454,0.6179,0.001294,0.55064,0.14820,0.001280,-0.0803,
つくつくほうしの初鳴,松山,887,48,1953,2002,212.9,-0.35477,-3.548,-0.5306,0.000105,-0.36020,0.09127,0.000275,0.0442,
つくつくほうしの初鳴,宇和島,892,53,1953,2005,200.1,0.04185,0.418,0.0820,0.559314,0.01992,0.06591,0.763761,-0.0946,
つくつくほうしの初鳴,高知,893,47,1955,2020,213.4,0.05718,0.572,0.1246,0.404203,0.04986,0.07345,0.500831,0.0031,
つくつくほうしの初鳴,徳島,895,16,1953,2002,226.4,-0.28750,-2.875,-0.4845,0.057193,-0.32437,0.12593,0.023034,-0.2918,ns_to_sig
つくつくほうしの初鳴,名護,940,11,1982,1992,242.3,0.06364,0.636,0.0400,0.907007,0.00783,0.79707,0.992399,0.2054,
とかげの初見,江差,428,11,1953,1963,119.1,-1.96364,-19.636,-0.7768,0.004917,-2.00841,0.52161,0.004875,-0.2082,
とかげの初見,山形,588,28,1953,2000,101.2,0.28967,2.897,0.3618,0.058529,0.26588,0.15106,0.090626,-0.0124,
とかげの初見,金沢,605,44,1953,2002,104.7,0.12156,1.216,0.1203,0.436694,0.06861,0.15661,0.663621,-0.0109,
とかげの初見,宇都宮,615,52,1954,2015,112.3,0.04926,0.493,0.0929,0.512538,-0.00679,0.10718,0.949782,0.3506,
とかげの初見,高山,617,50,1953,2002,114.0,-0.27654,-2.765,-0.3409,0.015416,-0.32128,0.16270,0.054196,0.3373,sig_to_ns
とかげの初見,前橋,624,38,1953,1997,100.1,0.02502,0.250,0.0224,0.893856,-0.02245,0.14369,0.876729,-0.3008,
とかげの初見,名古屋,636,12,1954,2000,92.8,-0.12993,-1.299,-0.1024,0.751477,-0.09364,0.48334,0.850684,-0.1334,
とかげの初見,飯田,637,40,1953,2000,100.6,0.20978,2.098,0.2223,0.167919,0.25761,0.15835,0.112259,0.0325,
とかげの初見,甲府,638,48,1953,2017,91.7,0.61139,6.114,0.6795,0.000000,0.58751,0.14240,0.000157,0.3336,
とかげの初見,銚子,648,58,1955,2020,108.7,-0.01088,-0.109,-0.0119,0.929638,-0.03230,0.14244,0.821431,0.1189,
とかげの初見,津,651,22,1953,1980,93.2,-0.32038,-3.204,-0.2376,0.286945,-0.23692,0.28571,0.417280,-0.0837,
とかげの初見,浜松,654,48,1954,2005,97.6,-0.03843,-0.384,-0.0381,0.797117,-0.04120,0.25575,0.872733,0.4640,
とかげの初見,静岡,656,41,1953,2015,101.9,0.26200,2.620,0.2773,0.079259,0.19815,0.13401,0.147471,-0.0904,
とかげの初見,尾鷲,663,11,1953,1964,86.2,-0.58217,-5.822,-0.1833,0.589541,-1.93314,1.96839,0.354819,0.3951,
とかげの初見,横浜,670,17,1962,2002,114.7,-0.87643,-8.764,-0.4314,0.083788,-1.15806,0.41188,0.013859,-0.3147,ns_to_sig
とかげの初見,大島,675,52,1953,2009,98.0,0.39656,3.966,0.4558,0.000686,0.40499,0.16467,0.017492,0.3589,
とかげの初見,三宅島,677,39,1953,2000,75.2,0.40984,4.098,0.3956,0.012675,0.42380,0.26124,0.113474,0.4589,sig_to_ns
とかげの初見,八丈島,678,49,1953,2002,83.8,1.04122,10.412,0.7478,0.000000,1.05048,0.15621,0.000000,0.1064,
とかげの初見,西郷,740,54,1953,2008,114.1,0.23330,2.333,0.2531,0.064780,0.25927,0.14251,0.074730,0.1082,
とかげの初見,鳥取,746,49,1953,2002,88.3,0.29902,2.990,0.3713,0.008614,0.30131,0.15740,0.061808,0.3159,sig_to_ns
とかげの初見,豊岡,747,11,1953,1963,107.4,0.37273,3.727,0.1207,0.723656,0.00471,0.54025,0.993263,-0.6427,
とかげの初見,浜田,755,47,1957,2007,126.2,0.11832,1.183,0.1268,0.395528,0.07858,0.16734,0.640947,0.1539,
とかげの初見,京都,759,35,1953,2002,90.0,0.30743,3.074,0.3324,0.051080,0.33529,0.16324,0.048227,0.0346,ns_to_sig
とかげの初見,彦根,761,49,1953,2002,93.2,0.46337,4.634,0.4749,0.000566,0.37142,0.16272,0.027129,0.2556,
とかげの初見,下関,762,10,1953,1963,103.6,1.33666,13.367,0.3838,0.273616,1.11675,1.37298,0.442786,-0.0117,
とかげの初見,広島,765,59,1953,2019,89.1,0.62080,6.208,0.6319,0.000000,0.63257,0.10714,0.000000,0.0284,
とかげの初見,岡山,768,18,1953,1987,106.7,0.44034,4.403,0.4684,0.049945,0.52008,0.23475,0.042618,-0.0136,
とかげの初見,神戸,770,37,1953,2001,99.2,0.01032,0.103,0.0112,0.947652,-0.00676,0.15818,0.966142,-0.0361,
とかげの初見,洲本,776,49,1953,2002,89.8,-0.06066,-0.607,-0.0969,0.507802,-0.07053,0.15299,0.646955,0.4431,
とかげの初見,和歌山,777,52,1953,2020,98.5,0.21171,2.117,0.2354,0.093027,0.24195,0.11405,0.038961,-0.1132,ns_to_sig
とかげの初見,潮岬,778,45,1962,2009,89.7,-0.32837,-3.284,-0.3512,0.018016,-0.27729,0.19161,0.155275,0.3122,sig_to_ns
とかげの初見,奈良,780,13,1954,1969,91.2,1.16089,11.609,0.4366,0.135762,1.29801,0.74865,0.113618,-0.1132,
とかげの初見,佐賀,813,42,1953,1994,108.3,-0.01985,-0.199,-0.0228,0.886157,-0.01012,0.10853,0.926207,-0.2725,
とかげの初見,大分,815,11,1953,1967,84.8,-0.70573,-7.057,-0.4095,0.211062,-0.65964,0.62857,0.324652,-0.0458,
とかげの初見,長崎,817,10,1953,1962,97.5,-0.76970,-7.697,-0.2359,0.511791,0.18350,0.45908,0.701289,-0.5515,
とかげの初見,熊本,819,43,1953,2002,87.4,-0.33840,-3.384,-0.3764,0.012866,-0.28488,0.14326,0.053630,0.0510,sig_to_ns
とかげの初見,鹿児島,827,18,1970,2002,92.9,0.02287,0.229,0.0086,0.972837,0.55569,0.90563,0.548678,0.0800,
とかげの初見,福江,843,12,1953,1965,88.8,2.44486,24.449,0.3219,0.307609,2.85961,2.57544,0.295636,-0.0490,
とかげの初見,松山,887,10,1953,1962,77.2,0.08485,0.848,0.0266,0.941860,1.09869,0.94657,0.283812,-0.1740,
とかげの初見,高松,891,38,1953,2001,90.6,0.73918,7.392,0.4536,0.004238,1.15677,0.30073,0.000485,0.3461,
とかげの初見,宇和島,892,29,1953,1986,71.4,0.35778,3.578,0.3064,0.106010,0.35598,0.24210,0.153462,0.0627,
とかげの初見,高知,893,46,1954,2020,84.2,0.40288,4.029,0.4413,0.002140,0.48009,0.13010,0.000626,0.0199,
とかげの初見,徳島,895,40,1953,2002,97.4,0.12140,1.214,0.1291,0.427176,0.05853,0.18651,0.755417,0.1967,
とかげの初見,与那国島,912,16,1971,1994,79.2,0.51080,5.108,0.2028,0.451314,0.54089,0.69722,0.451760,-0.0455,
とかげの初見,石垣島,918,13,1971,1992,82.8,0.12719,1.272,0.0762,0.804483,-0.00430,0.49787,0.993277,-0.1642,
にいにいぜみの初鳴,新庄,520,29,1958,1995,188.2,0.16789,1.679,0.2407,0.208442,0.12602,0.13039,0.342697,-0.0543,
にいにいぜみの初鳴,青森,575,20,1953,1990,198.9,-0.02545,-0.255,-0.0450,0.850684,-0.03320,0.14236,0.818353,-0.0154,
にいにいぜみの初鳴,秋田,582,68,1953,2020,186.9,0.04113,0.411,0.1371,0.264907,0.02597,0.04971,0.603189,0.2738,
にいにいぜみの初鳴,盛岡,584,66,1953,2020,190.5,0.15003,1.500,0.3313,0.006579,0.14511,0.05813,0.015175,0.0545,
にいにいぜみの初鳴,宮古,585,39,1954,2002,200.7,0.07735,0.774,0.1131,0.493178,0.10933,0.13552,0.425123,0.1545,
にいにいぜみの初鳴,酒田,587,11,1953,1963,186.9,-0.23636,-2.364,-0.0966,0.777583,-0.43546,0.59792,0.487197,-0.4464,
にいにいぜみの初鳴,山形,588,61,1953,2020,186.4,0.08936,0.894,0.1743,0.179157,0.08569,0.09446,0.368111,0.3169,
にいにいぜみの初鳴,仙台,590,59,1957,2020,190.4,0.01664,0.166,0.0329,0.804748,-0.00749,0.09765,0.939168,0.3301,
にいにいぜみの初鳴,福島,595,61,1953,2020,188.8,0.09941,0.994,0.2134,0.098670,0.09127,0.08150,0.267361,0.2758,
にいにいぜみの初鳴,白河,597,13,1953,1965,185.6,-0.21978,-2.198,-0.1732,0.571499,-0.45643,0.22641,0.071462,-0.5477,
にいにいぜみの初鳴,小名浜,598,52,1953,2008,190.7,0.16000,1.600,0.3523,0.010422,0.14837,0.07984,0.069121,0.2448,sig_to_ns
にいにいぜみの初鳴,輪島,600,58,1953,2010,188.6,0.07152,0.715,0.2371,0.073173,0.04766,0.05089,0.353107,0.2501,
にいにいぜみの初鳴,相川,602,55,1953,2007,187.0,0.01804,0.180,0.0571,0.679028,0.01983,0.03980,0.620459,-0.1211,
にいにいぜみの初鳴,新潟,604,43,1965,2020,191.9,-0.20494,-2.049,-0.3623,0.016948,-0.18318,0.08920,0.046607,-0.0064,
にいにいぜみの初鳴,金沢,605,50,1953,2002,188.6,-0.09373,-0.937,-0.2203,0.124146,-0.11270,0.07365,0.132668,0.1829,
にいにいぜみの初鳴,富山,607,63,1953,2020,185.3,-0.05627,-0.563,-0.1982,0.119354,-0.04782,0.03525,0.179991,-0.0351,
にいにいぜみの初鳴,長野,610,67,1953,2020,182.3,0.07670,0.767,0.3054,0.011980,0.07422,0.03098,0.019503,0.0144,
にいにいぜみの初鳴,高田,612,11,1953,1963,182.9,-0.05455,-0.545,-0.0367,0.914676,0.17261,0.65552,0.798958,0.1021,
にいにいぜみの初鳴,宇都宮,615,68,1953,2020,186.2,0.15960,1.596,0.3958,0.000836,0.16070,0.05562,0.005240,0.1677,
にいにいぜみの初鳴,福井,616,42,1959,2002,187.7,-0.02055,-0.205,-0.0485,0.760541,-0.02551,0.06561,0.699495,-0.0715,
にいにいぜみの初鳴,高山,617,50,1953,2002,179.2,0.19347,1.935,0.4121,0.002940,0.19503,0.06386,0.003711,-0.0069,
にいにいぜみの初鳴,松本,618,46,1953,2002,186.6,0.00722,0.072,0.0146,0.923147,0.02800,0.08939,0.755617,0.1523,
にいにいぜみの初鳴,前橋,624,41,1953,2000,197.0,0.31484,3.148,0.4963,0.000967,0.32770,0.08976,0.000784,-0.0264,
にいにいぜみの初鳴,熊谷,626,18,1953,1970,191.0,0.66873,6.687,0.5524,0.017438,0.81058,0.25962,0.006994,-0.0290,
にいにいぜみの初鳴,水戸,629,67,1953,2020,188.8,0.29158,2.916,0.6005,0.000000,0.29226,0.05967,0.000007,0.1824,
にいにいぜみの初鳴,敦賀,631,51,1953,2005,187.7,0.00316,0.032,0.0102,0.943594,0.00669,0.04696,0.887285,0.0151,
にいにいぜみの初鳴,名古屋,636,46,1953,2020,191.0,0.12068,1.207,0.3823,0.008747,0.12563,0.05426,0.025439,0.1575,
にいにいぜみの初鳴,飯田,637,54,1953,2006,177.9,0.12895,1.289,0.2776,0.042123,0.15384,0.07917,0.057532,0.2167,sig_to_ns
にいにいぜみの初鳴,甲府,638,61,1953,2020,186.7,-0.10716,-1.072,-0.2065,0.110398,-0.14407,0.10402,0.171326,0.3962,
にいにいぜみの初鳴,津,651,64,1953,2020,190.7,-0.15305,-1.531,-0.4030,0.000960,-0.16288,0.04434,0.000506,-0.0193,
にいにいぜみの初鳴,浜松,654,53,1953,2005,190.0,0.12337,1.234,0.2367,0.087874,0.13177,0.06899,0.061892,-0.0639,
にいにいぜみの初鳴,静岡,656,60,1954,2020,187.2,0.04616,0.462,0.1194,0.363696,0.03949,0.05310,0.460121,0.0137,
にいにいぜみの初鳴,東京,662,24,1953,1988,194.2,0.21513,2.151,0.3373,0.107039,0.29031,0.10295,0.010262,-0.2539,ns_to_sig
にいにいぜみの初鳴,尾鷲,663,17,1953,1985,180.9,0.12973,1.297,0.1585,0.543500,0.26419,0.15925,0.119344,-0.4530,
にいにいぜみの初鳴,横浜,670,65,1953,2020,191.6,0.02649,0.265,0.0636,0.614773,0.01723,0.07248,0.812862,0.2860,
にいにいぜみの初鳴,館山,672,25,1980,2006,194.1,-0.03193,-0.319,-0.0355,0.866091,-0.01826,0.21872,0.934229,0.0552,
にいにいぜみの初鳴,大島,675,52,1955,2009,172.6,0.04698,0.470,0.0911,0.520669,0.04371,0.10844,0.688664,0.3404,
にいにいぜみの初鳴,三宅島,677,36,1958,2000,190.1,0.14734,1.473,0.3471,0.038057,0.14386,0.10046,0.161516,0.2993,sig_to_ns
にいにいぜみの初鳴,西郷,740,11,1953,1963,184.3,0.17273,1.727,0.0860,0.801592,0.33435,0.78309,0.680667,-0.0315,
にいにいぜみの初鳴,松江,741,37,1984,2020,185.0,-0.14462,-1.446,-0.3278,0.047635,-0.16001,0.08336,0.063335,0.1171,sig_to_ns
にいにいぜみの初鳴,鳥取,746,50,1953,2002,186.5,-0.06218,-0.622,-0.1528,0.289424,-0.05464,0.06139,0.377962,0.0179,
にいにいぜみの初鳴,京都,759,44,1954,2002,192.0,-0.17075,-1.707,-0.3392,0.024298,-0.14258,0.06610,0.036909,-0.1076,
にいにいぜみの初鳴,彦根,761,50,1953,2002,185.3,0.03419,0.342,0.0996,0.491541,0.04665,0.06801,0.496090,0.2784,
にいにいぜみの初鳴,下関,762,12,1953,1970,185.6,-0.03306,-0.331,-0.0333,0.918244,-0.10447,0.34710,0.770272,-0.0461,
にいにいぜみの初鳴,広島,765,68,1953,2020,186.6,-0.09770,-0.977,-0.2828,0.019451,-0.09619,0.05208,0.069298,0.2115,sig_to_ns
にいにいぜみの初鳴,岡山,768,67,1953,2020,184.5,-0.14085,-1.408,-0.5020,0.000015,-0.13970,0.02824,0.000006,-0.0936,
にいにいぜみの初鳴,神戸,770,67,1953,2020,189.4,-0.06437,-0.644,-0.1979,0.108437,-0.07757,0.04691,0.103095,0.1547,
にいにいぜみの初鳴,大阪,772,45,1965,2020,191.8,-0.16906,-1.691,-0.4467,0.002096,-0.17072,0.05961,0.006503,0.0719,
にいにいぜみの初鳴,洲本,776,50,1953,2002,181.9,0.01849,0.185,0.0495,0.732785,0.02244,0.05531,0.686722,-0.0129,
にいにいぜみの初鳴,和歌山,777,66,1953,2020,188.3,-0.14503,-1.450,-0.4373,0.000241,-0.13364,0.03960,0.001270,0.0429,
にいにいぜみの初鳴,潮岬,778,45,1962,2009,175.0,-0.11947,-1.195,-0.2036,0.179838,-0.10743,0.11379,0.350490,0.2095,
にいにいぜみの初鳴,奈良,780,68,1953,2020,184.1,-0.14597,-1.460,-0.4317,0.000237,-0.14482,0.04798,0.003626,0.2130,
にいにいぜみの初鳴,厳原,800,49,1953,2002,182.8,0.19506,1.951,0.3561,0.012024,0.20570,0.07787,0.011240,0.0031,
にいにいぜみの初鳴,福岡,807,10,1953,1962,188.1,0.09091,0.909,0.0857,0.813967,0.20714,0.42762,0.642883,-0.0769,
にいにいぜみの初鳴,佐賀,813,50,1953,2002,185.5,0.05248,0.525,0.1281,0.375396,0.00600,0.07450,0.936193,0.2504,
にいにいぜみの初鳴,長崎,817,10,1953,1962,194.2,-1.28485,-12.848,-0.5274,0.117185,-1.60504,0.55381,0.023046,-0.4991,ns_to_sig
にいにいぜみの初鳴,熊本,819,49,1953,2002,178.3,0.12202,1.220,0.2265,0.117561,0.09972,0.11935,0.407754,0.3819,
にいにいぜみの初鳴,鹿児島,827,30,1953,2002,187.0,0.42656,4.266,0.7327,0.000004,0.42391,0.11975,0.001474,0.3978,
にいにいぜみの初鳴,屋久島,836,22,1953,1974,185.1,-0.85545,-8.554,-0.6046,0.002876,-0.78622,0.36811,0.045928,0.2773,
にいにいぜみの初鳴,種子島,837,18,1956,1978,175.2,0.08639,0.864,0.0956,0.705814,-0.04899,0.33448,0.885509,0.3326,
にいにいぜみの初鳴,福江,843,10,1953,1962,182.6,0.04848,0.485,0.0352,0.923065,-0.00589,0.39276,0.988452,-0.4107,
にいにいぜみの初鳴,松山,887,14,1953,1967,183.6,-0.13472,-1.347,-0.1197,0.683663,-0.07951,0.21936,0.723888,-0.4914,
にいにいぜみの初鳴,高松,891,68,1953,2020,188.6,-0.07073,-0.707,-0.2346,0.054110,-0.07190,0.03799,0.062857,0.0222,
にいにいぜみの初鳴,宇和島,892,53,1953,2005,176.3,-0.12417,-1.242,-0.2583,0.061847,-0.11429,0.09925,0.254987,0.3686,
にいにいぜみの初鳴,高知,893,50,1955,2020,176.5,-0.04892,-0.489,-0.1486,0.302896,-0.07818,0.04624,0.097525,-0.0219,
にいにいぜみの初鳴,徳島,895,50,1953,2002,188.7,-0.10603,-1.060,-0.1961,0.172225,-0.11218,0.09244,0.231018,0.1472,
にいにいぜみの初鳴,宮古島,927,58,1953,2020,104.9,0.08334,0.833,0.1985,0.135345,0.10950,0.05784,0.063623,0.0343,
にいにいぜみの初鳴,久米島,929,41,1962,2004,123.5,-0.09067,-0.907,-0.1270,0.428753,-0.06851,0.11236,0.545674,-0.0515,
にいにいぜみの初鳴,那覇,936,54,1958,2020,154.6,-0.23911,-2.391,-0.3373,0.012619,-0.13636,0.16411,0.409914,0.4751,sig_to_ns
にいにいぜみの初鳴,名護,940,30,1972,2001,148.7,0.39867,3.987,0.2374,0.206617,0.49102,0.43769,0.271805,0.2770,
にほんあまがえるの初鳴,岩見沢,413,10,1953,1969,121.8,3.37419,33.742,0.8146,0.004103,-2.05060,2.52115,0.442794,0.9378,sig_to_ns
にほんあまがえるの初鳴,江差,428,17,1953,1969,127.5,1.16176,11.618,0.4264,0.087833,1.18115,0.57316,0.058410,-0.2260,
