species,station_id,station_name,n_years,first_year,last_year,mean_doy,ols_slope,ols_decade,ols_r,ols_p,gls_slope,gls_se,gls_p,ar1_rho,gls_transition
さるすべりの開花,松江,741,37,1983,2019,212.6,-0.09009,-0.901,-0.0918,0.588943,-0.13644,0.19832,0.496148,0.1359,
さるすべりの開花,米子,744,44,1964,2008,219.5,0.11935,1.193,0.1542,0.317626,0.13732,0.12472,0.277320,0.0092,
さるすべりの開花,鳥取,746,66,1953,2020,202.6,-0.26892,-2.689,-0.5248,0.000006,-0.26727,0.06960,0.000288,0.2096,
さるすべりの開花,豊岡,747,38,1964,2007,213.1,-0.19202,-1.920,-0.1919,0.248368,-0.27985,0.19507,0.160276,0.1280,
さるすべりの開花,舞鶴,750,50,1963,2012,212.6,-0.06252,-0.625,-0.1165,0.420472,-0.05427,0.08237,0.513190,0.0288,
さるすべりの開花,浜田,755,21,1987,2007,213.1,-0.21429,-2.143,-0.1492,0.518647,-0.12093,0.31492,0.705481,-0.1160,
さるすべりの開花,京都,759,53,1954,2019,206.8,-0.00406,-0.041,-0.0063,0.964065,0.04235,0.09658,0.662906,0.0324,
さるすべりの開花,彦根,761,56,1964,2020,216.0,-0.20839,-2.084,-0.3264,0.014079,-0.23010,0.06949,0.001675,-0.1849,
さるすべりの開花,下関,762,49,1964,2019,213.3,-0.24649,-2.465,-0.3020,0.034977,-0.27258,0.15497,0.085237,0.2451,sig_to_ns
さるすべりの開花,広島,765,49,1971,2020,206.0,-0.23917,-2.392,-0.3187,0.025612,-0.27763,0.10487,0.011069,-0.0073,
さるすべりの開花,岡山,768,61,1954,2020,207.0,-0.12361,-1.236,-0.3173,0.012722,-0.10481,0.04998,0.040370,0.0223,
さるすべりの開花,神戸,770,44,1976,2020,198.8,0.66178,6.618,0.6302,0.000005,0.69884,0.20087,0.001207,0.4040,
さるすべりの開花,大阪,772,34,1978,2020,196.0,0.09183,0.918,0.1026,0.563511,0.15381,0.31452,0.628252,0.4987,
さるすべりの開花,洲本,776,39,1964,2002,210.1,-0.34008,-3.401,-0.4104,0.009461,-0.32956,0.15735,0.043326,0.1820,
さるすべりの開花,和歌山,777,62,1953,2020,207.4,-0.07084,-0.708,-0.1404,0.276528,-0.06882,0.07871,0.385505,0.1574,
さるすべりの開花,潮岬,778,17,1991,2009,220.6,0.74430,7.443,0.3409,0.180611,0.80742,0.31942,0.024136,-0.5735,ns_to_sig
さるすべりの開花,奈良,780,38,1981,2020,193.3,0.32781,3.278,0.4861,0.001971,0.35754,0.15424,0.026412,0.3723,
さるすべりの開花,厳原,800,33,1966,2009,217.6,0.31910,3.191,0.3468,0.048000,0.29319,0.17268,0.099887,0.0400,sig_to_ns
さるすべりの開花,福岡,807,56,1954,2020,210.8,0.00518,0.052,0.0070,0.959430,0.10125,0.17169,0.557881,0.4513,
さるすべりの開花,佐賀,813,67,1954,2020,210.1,-0.36495,-3.650,-0.4990,0.000017,-0.32870,0.12283,0.009446,0.4111,
さるすべりの開花,大分,815,62,1958,2020,215.3,-0.00588,-0.059,-0.0114,0.929812,0.00456,0.07322,0.950538,0.0668,
さるすべりの開花,長崎,817,58,1963,2020,203.8,0.33812,3.381,0.4176,0.001107,0.28415,0.10162,0.007108,0.0487,
さるすべりの開花,熊本,819,57,1964,2020,191.8,-0.11473,-1.147,-0.2243,0.093440,-0.10260,0.07139,0.156419,0.0297,
さるすべりの開花,延岡,822,30,1962,1994,210.7,0.35908,3.591,0.2909,0.118903,0.48222,0.28755,0.105091,0.2354,
さるすべりの開花,鹿児島,827,49,1965,2020,206.3,0.42766,4.277,0.5039,0.000223,0.43807,0.11996,0.000664,0.0662,
さるすべりの開花,宮崎,830,51,1964,2020,207.5,-0.19197,-1.920,-0.2556,0.070267,-0.15889,0.12773,0.219560,0.1800,
さるすべりの開花,種子島,837,33,1973,2006,199.4,-0.08143,-0.814,-0.1101,0.541728,0.05881,0.16566,0.725052,0.2717,
さるすべりの開花,福江,843,44,1964,2009,218.5,0.07978,0.798,0.0829,0.592705,0.10320,0.19017,0.590289,0.2033,
さるすべりの開花,松山,887,67,1953,2020,200.8,-0.12905,-1.291,-0.3283,0.006675,-0.10786,0.05086,0.037831,0.0978,
さるすべりの開花,高松,891,31,1990,2020,208.0,0.21452,2.145,0.1881,0.310785,0.20144,0.17839,0.268389,-0.2153,
さるすべりの開花,宇和島,892,12,1968,2005,201.4,-0.15702,-1.570,-0.1808,0.573873,-1.37944,0.34722,0.003241,-0.3077,ns_to_sig
さるすべりの開花,高知,893,49,1967,2020,202.8,-0.05273,-0.527,-0.0630,0.667224,0.00259,0.22615,0.990900,0.5092,
さるすべりの開花,徳島,895,26,1990,2020,210.7,0.77017,7.702,0.4915,0.010773,0.81643,0.30931,0.014651,-0.0203,
さるすべりの開花,名瀬,909,51,1954,2020,196.8,0.33243,3.324,0.2845,0.043055,0.37160,0.24825,0.140969,0.3371,sig_to_ns
さるすべりの開花,与那国島,912,37,1971,2008,178.5,-0.89488,-8.949,-0.7311,0.000000,-0.92682,0.10880,0.000000,-0.3003,
さるすべりの開花,西表島,917,43,1955,2001,169.6,-0.11335,-1.134,-0.1505,0.335349,-0.10564,0.15073,0.487475,0.2064,
さるすべりの開花,石垣島,918,62,1957,2020,155.0,-0.14467,-1.447,-0.1749,0.174033,-0.13068,0.11431,0.257588,0.0505,
さるすべりの開花,宮古島,927,59,1953,2020,170.5,0.14188,1.419,0.2266,0.084372,0.13966,0.08756,0.116340,0.0394,
さるすべりの開花,久米島,929,37,1962,2004,177.5,-0.53147,-5.315,-0.4694,0.003380,-0.46474,0.24276,0.064021,0.2837,sig_to_ns
さるすべりの開花,那覇,936,52,1959,2020,170.2,-0.29184,-2.918,-0.4073,0.002726,-0.29154,0.10155,0.006031,0.0380,
さるすべりの開花,名護,940,30,1972,2001,168.6,-0.82269,-8.227,-0.5494,0.001663,-0.86333,0.26527,0.003052,0.0479,
さるすべりの開花,南大東島,945,50,1970,2020,154.1,0.42479,4.248,0.3986,0.004147,0.47993,0.13618,0.000958,-0.0495,
すすきの開花,函館,430,68,1953,2024,234.2,-0.46998,-4.700,-0.8307,0.000000,-0.49120,0.05908,0.000000,0.3785,
すすきの開花,倶知安,433,29,1954,2006,228.2,-0.09126,-0.913,-0.1351,0.484580,0.22585,0.31062,0.473654,0.5785,
すすきの開花,新庄,520,40,1958,1997,222.7,-0.05591,-0.559,-0.1314,0.419002,-0.00566,0.08620,0.948034,0.2276,
すすきの開花,青森,575,42,1982,2024,238.3,-0.21217,-2.122,-0.2784,0.074211,-0.24255,0.22879,0.295608,0.5626,
すすきの開花,八戸,581,28,1954,2007,244.4,-0.25024,-2.502,-0.5523,0.002307,-0.25896,0.07816,0.002812,-0.0387,
すすきの開花,秋田,582,71,1954,2024,234.2,0.18045,1.804,0.5032,0.000008,0.19953,0.04305,0.000017,0.1518,
すすきの開花,盛岡,584,55,1958,2024,241.4,0.19817,1.982,0.4484,0.000597,0.18868,0.06671,0.006629,0.1389,
すすきの開花,宮古,585,44,1954,2007,246.2,-0.04055,-0.405,-0.0806,0.602945,0.01365,0.12516,0.913664,0.3896,
すすきの開花,酒田,587,57,1953,2009,234.2,-0.00188,-0.019,-0.0045,0.973552,0.02569,0.07644,0.738064,0.2830,
すすきの開花,山形,588,65,1957,2024,227.0,-0.06512,-0.651,-0.1841,0.142111,-0.07212,0.05262,0.175434,0.1512,
すすきの開花,仙台,590,66,1958,2024,227.9,-0.57885,-5.789,-0.7908,0.000000,-0.55677,0.08458,0.000000,0.3666,
すすきの開花,福島,595,50,1960,2024,237.5,-0.01257,-0.126,-0.0254,0.860995,0.00383,0.08971,0.966168,0.1577,
すすきの開花,白河,597,45,1953,1997,245.6,-0.34335,-3.433,-0.6443,0.000002,-0.34795,0.07484,0.000033,0.1401,
すすきの開花,小名浜,598,53,1953,2008,248.8,-0.18548,-1.855,-0.4431,0.000890,-0.16954,0.05851,0.005566,0.0845,
すすきの開花,輪島,600,47,1964,2010,243.2,-0.39882,-3.988,-0.5546,0.000052,-0.19391,0.18273,0.294400,0.6072,sig_to_ns
すすきの開花,相川,602,54,1953,2007,238.1,-0.09360,-0.936,-0.2041,0.138688,-0.06833,0.08273,0.412669,0.2509,
すすきの開花,新潟,604,52,1953,2024,241.1,-0.15439,-1.544,-0.3246,0.018886,-0.13598,0.06979,0.057092,0.0407,sig_to_ns
すすきの開花,金沢,605,70,1953,2024,227.3,-0.33574,-3.357,-0.4535,0.000080,-0.27237,0.17256,0.119180,0.6255,sig_to_ns
すすきの開花,富山,607,58,1961,2024,236.7,-0.08579,-0.858,-0.1181,0.377111,-0.08496,0.13660,0.536555,0.2964,
すすきの開花,長野,610,71,1953,2024,227.9,0.18208,1.821,0.5122,0.000005,0.19791,0.04848,0.000120,0.2635,
すすきの開花,高田,612,55,1953,2007,237.0,-0.34091,-3.409,-0.5207,0.000046,-0.31304,0.10262,0.003592,0.2548,
すすきの開花,宇都宮,615,72,1953,2024,239.6,-0.13067,-1.307,-0.3022,0.009888,-0.11826,0.07500,0.119389,0.3769,sig_to_ns
すすきの開花,福井,616,65,1956,2024,247.5,0.30096,3.010,0.3789,0.001856,0.41546,0.16387,0.013769,0.5291,
すすきの開花,高山,617,53,1953,2005,226.1,-0.26971,-2.697,-0.4691,0.000395,-0.31539,0.08869,0.000834,0.2304,
すすきの開花,松本,618,55,1953,2007,230.0,0.47374,4.737,0.7408,0.000000,0.49425,0.07000,0.000000,0.1455,
すすきの開花,前橋,624,63,1953,2024,246.9,-0.29484,-2.948,-0.5565,0.000002,-0.28558,0.11361,0.014646,0.5972,
すすきの開花,熊谷,626,50,1953,2024,258.1,0.20409,2.041,0.4179,0.002529,0.22605,0.10214,0.031774,0.3927,
すすきの開花,水戸,629,66,1953,2024,247.7,0.13938,1.394,0.2928,0.017027,0.18345,0.08329,0.031298,0.3494,
すすきの開花,敦賀,631,34,1966,2005,245.8,0.40314,4.031,0.3351,0.052741,0.51927,0.18075,0.007278,-0.1212,ns_to_sig
すすきの開花,岐阜,632,39,1963,2024,253.6,0.48549,4.855,0.5658,0.000174,0.54063,0.18808,0.006753,0.4297,
すすきの開花,名古屋,636,60,1964,2024,258.3,0.54767,5.477,0.6452,0.000000,0.53985,0.12091,0.000038,0.3068,
すすきの開花,飯田,637,54,1953,2006,234.6,0.17926,1.793,0.3486,0.009789,0.20909,0.09806,0.037816,0.3359,
すすきの開花,甲府,638,53,1954,2024,236.4,0.06599,0.660,0.1305,0.351539,0.06194,0.07729,0.426656,0.0354,
すすきの開花,銚子,648,65,1953,2024,268.3,0.68508,6.851,0.7332,0.000000,0.81700,0.16333,0.000005,0.6014,
すすきの開花,津,651,70,1953,2024,251.7,-0.39908,-3.991,-0.4447,0.000115,-0.32242,0.19334,0.100056,0.5690,sig_to_ns
すすきの開花,浜松,654,50,1953,2005,242.1,-0.81788,-8.179,-0.6334,0.000001,-0.77769,0.20220,0.000360,0.2864,
すすきの開花,静岡,656,58,1964,2024,257.3,0.78286,7.829,0.8479,0.000000,0.81042,0.10223,0.000000,0.3919,
すすきの開花,東京,662,58,1953,2024,252.3,0.15650,1.565,0.3117,0.017209,0.17556,0.07843,0.029269,0.1540,
すすきの開花,尾鷲,663,49,1954,2006,242.4,0.08244,0.824,0.0982,0.501913,0.02884,0.18135,0.874335,0.3497,
すすきの開花,横浜,670,57,1966,2024,259.7,-0.17746,-1.775,-0.2960,0.025361,-0.16375,0.11583,0.163190,0.3581,sig_to_ns
すすきの開花,館山,672,36,1970,2006,263.4,0.04849,0.485,0.0690,0.689426,0.05575,0.12093,0.647837,-0.0526,
すすきの開花,大島,675,31,1978,2009,270.0,0.22219,2.222,0.3810,0.034452,0.31683,0.13183,0.023114,0.2862,
すすきの開花,三宅島,677,11,1953,1999,253.6,0.56205,5.621,0.7222,0.012075,0.69544,0.16857,0.003319,-0.1601,
すすきの開花,八丈島,678,54,1954,2009,250.5,0.07581,0.758,0.1626,0.240187,0.13111,0.06748,0.057574,0.1292,
すすきの開花,西郷,740,45,1964,2008,247.0,0.02306,0.231,0.0276,0.857364,0.02995,0.20496,0.884538,0.4045,
すすきの開花,松江,741,43,1982,2024,254.7,0.25823,2.582,0.3510,0.021002,0.20890,0.15129,0.175008,0.3096,sig_to_ns
すすきの開花,米子,744,45,1964,2008,244.6,-0.31041,-3.104,-0.4036,0.005967,-0.25054,0.12916,0.059139,0.1745,sig_to_ns
すすきの開花,鳥取,746,69,1953,2024,255.2,0.02990,0.299,0.0637,0.602864,0.05884,0.08361,0.484108,0.3416,
すすきの開花,豊岡,747,46,1959,2007,243.8,-0.29072,-2.907,-0.3797,0.009245,-0.32093,0.12592,0.014469,0.1290,
すすきの開花,舞鶴,750,50,1963,2012,254.5,0.23697,2.370,0.3871,0.005485,0.26518,0.12485,0.038959,0.3801,
すすきの開花,浜田,755,51,1957,2007,249.6,-0.16995,-1.700,-0.2693,0.055982,-0.14559,0.17364,0.405927,0.5734,
すすきの開花,京都,759,37,1988,2024,244.1,0.15220,1.522,0.1161,0.493835,0.22066,0.25594,0.394642,0.1095,
すすきの開花,彦根,761,59,1964,2024,248.7,0.15053,1.505,0.2427,0.063988,0.25064,0.13608,0.070794,0.4995,
すすきの開花,下関,762,61,1953,2024,268.9,0.23669,2.367,0.4366,0.000436,0.24578,0.08688,0.006403,0.2641,
すすきの開花,広島,765,70,1953,2024,261.4,0.13221,1.322,0.2673,0.025281,0.14051,0.07397,0.061821,0.2159,sig_to_ns
すすきの開花,岡山,768,61,1964,2024,254.9,-0.00407,-0.041,-0.0078,0.952665,-0.00012,0.08428,0.998866,0.1758,
すすきの開花,神戸,770,47,1975,2024,265.3,0.83927,8.393,0.7062,0.000000,0.80825,0.15789,0.000007,0.1994,
すすきの開花,大阪,772,36,1988,2024,254.2,0.11484,1.148,0.0662,0.701302,0.36638,0.47886,0.449645,0.4095,
すすきの開花,洲本,776,48,1954,2002,267.2,-0.28877,-2.888,-0.5679,0.000026,-0.25623,0.07400,0.001184,0.1683,
すすきの開花,和歌山,777,44,1960,2024,263.5,-0.30918,-3.092,-0.2478,0.104786,-0.35324,0.35156,0.320885,0.4777,
すすきの開花,潮岬,778,44,1962,2008,271.1,0.17494,1.749,0.2838,0.061887,0.18331,0.11134,0.107336,0.1528,
すすきの開花,奈良,780,63,1960,2024,255.6,0.01541,0.154,0.0218,0.865457,0.01299,0.14313,0.927989,0.4030,
すすきの開花,厳原,800,44,1965,2008,260.8,-0.10648,-1.065,-0.1419,0.358124,-0.10629,0.14156,0.457035,0.1632,
すすきの開花,福岡,807,57,1966,2024,265.4,0.08059,0.806,0.1655,0.218540,0.12376,0.07715,0.114532,0.1730,
すすきの開花,佐賀,813,70,1954,2024,265.3,0.25695,2.569,0.5578,0.000001,0.27796,0.06424,0.000052,0.2955,
すすきの開花,大分,815,60,1958,2024,261.9,0.16000,1.600,0.3613,0.004568,0.17460,0.06316,0.007665,0.1180,
すすきの開花,長崎,817,62,1963,2024,270.3,0.11951,1.195,0.2863,0.024075,0.14882,0.08360,0.080211,0.4259,sig_to_ns
すすきの開花,熊本,819,71,1953,2024,261.1,-0.04710,-0.471,-0.0839,0.486810,-0.02718,0.11007,0.805688,0.4361,
すすきの開花,延岡,822,33,1962,1994,259.2,-0.04813,-0.481,-0.0328,0.856195,0.04309,0.29898,0.886365,0.0792,
すすきの開花,鹿児島,827,49,1965,2024,271.4,0.87428,8.743,0.7172,0.000000,0.92954,0.23411,0.000250,0.5066,
すすきの開花,宮崎,830,62,1960,2024,268.9,0.09287,0.929,0.2031,0.113285,0.10404,0.06813,0.132095,0.1293,
すすきの開花,屋久島,836,22,1953,1974,269.0,-0.95031,-9.503,-0.7024,0.000268,-0.97093,0.29336,0.003684,0.2110,
すすきの開花,種子島,837,45,1956,2006,280.7,-0.13696,-1.370,-0.2112,0.163761,-0.14604,0.14464,0.318421,0.3261,
すすきの開花,福江,843,52,1955,2008,274.1,-0.09290,-0.929,-0.2454,0.079453,-0.07888,0.07829,0.318605,0.3554,
すすきの開花,松山,887,48,1954,2024,255.0,-0.29300,-2.930,-0.2933,0.043088,-0.27490,0.13585,0.048968,-0.1055,
すすきの開花,高松,891,28,1991,2019,267.8,0.76994,7.699,0.4140,0.028526,0.82984,0.45608,0.080832,0.2462,sig_to_ns
すすきの開花,宇和島,892,37,1964,2005,267.9,0.31023,3.102,0.5128,0.001172,0.31729,0.10933,0.006463,0.1532,
すすきの開花,高知,893,44,1979,2024,243.9,0.89330,8.933,0.6361,0.000003,0.99052,0.39551,0.016337,0.6750,
すすきの開花,徳島,895,71,1953,2024,262.3,-0.10324,-1.032,-0.2034,0.088907,-0.09325,0.07043,0.189951,0.1359,
すすきの開花,名瀬,909,54,1959,2024,297.0,0.29743,2.974,0.6212,0.000001,0.33609,0.06616,0.000005,0.2037,
すすきの開花,与那国島,912,44,1957,2007,284.8,0.35578,3.558,0.2597,0.088620,0.51210,0.31810,0.115099,0.3735,
すすきの開花,西表島,917,28,1974,2001,286.1,0.59360,5.936,0.2475,0.204143,0.60410,0.46462,0.205390,-0.0548,
すすきの開花,石垣島,918,67,1954,2024,274.6,0.36718,3.672,0.2811,0.021226,0.48850,0.27213,0.077364,0.4909,sig_to_ns
すすきの開花,宮古島,927,58,1953,2024,296.4,0.21476,2.148,0.6502,0.000000,0.23466,0.03015,0.000000,-0.1084,
すすきの開花,久米島,929,38,1961,2003,286.9,-0.24139,-2.414,-0.2513,0.128058,-0.18007,0.19855,0.370634,0.1999,
すすきの開花,那覇,936,60,1956,2024,285.6,0.23431,2.343,0.3186,0.013102,0.26450,0.10647,0.015948,0.1151,
すすきの開花,名護,940,29,1973,2001,288.1,-0.16207,-1.621,-0.2057,0.284334,-0.18854,0.12959,0.157668,-0.1953,
すすきの開花,南大東島,945,54,1971,2024,295.9,0.19135,1.913,0.2922,0.032002,0.20819,0.08452,0.017191,-0.0576,
あんずの開花,山形,588,10,1960,1969,106.4,0.37576,3.758,0.3191,0.368814,0.44541,0.37417,0.272691,-0.2608,
あんずの開花,金沢,605,45,1953,2002,90.0,0.06193,0.619,0.1056,0.489942,0.02913,0.10082,0.774049,0.0859,
あんずの開花,長野,610,68,1953,2020,98.6,-0.11660,-1.166,-0.3548,0.002994,-0.12242,0.04249,0.005359,0.0875,
あんずの満開,長野,610,62,1959,2020,103.7,-0.14782,-1.478,-0.4175,0.000735,-0.16171,0.03653,0.000042,-0.1267,
かきの開花,新庄,520,34,1960,1997,168.1,0.10789,1.079,0.2229,0.205130,0.13759,0.06986,0.057877,-0.2052,
かきの開花,秋田,582,60,1955,2020,164.9,-0.18506,-1.851,-0.4900,0.000071,-0.14066,0.05020,0.006926,0.2068,
かきの開花,仙台,590,61,1955,2020,160.1,-0.20873,-2.087,-0.6247,0.000000,-0.23232,0.04516,0.000003,0.2713,
かきの開花,福島,595,51,1954,2020,150.9,-0.18252,-1.825,-0.6095,0.000002,-0.18380,0.03714,0.000010,0.0432,
かきの開花,白河,597,13,1953,1965,165.7,0.29670,2.967,0.1956,0.521899,0.25625,0.71807,0.728615,0.3136,
かきの開花,小名浜,598,51,1953,2008,159.5,0.19566,1.957,0.4299,0.001642,0.19847,0.05819,0.001323,-0.0471,
かきの開花,輪島,600,57,1953,2010,158.8,0.03520,0.352,0.1405,0.297304,0.04364,0.03897,0.267735,0.1208,
かきの開花,相川,602,52,1954,2007,158.3,-0.10088,-1.009,-0.3150,0.022913,-0.10249,0.05054,0.048010,0.1193,
かきの開花,新潟,604,19,1972,1999,153.7,-0.02170,-0.217,-0.0375,0.878878,-0.02942,0.14385,0.840544,-0.1804,
かきの開花,金沢,605,57,1955,2020,148.8,-0.14686,-1.469,-0.2849,0.031686,-0.15184,0.07969,0.062049,0.1338,sig_to_ns
かきの開花,富山,607,48,1961,2020,149.8,-0.00447,-0.045,-0.0159,0.914377,-0.02479,0.05635,0.662151,0.2694,
かきの開花,長野,610,66,1953,2020,153.1,-0.20855,-2.086,-0.5929,0.000000,-0.20064,0.03503,0.000000,-0.0314,
かきの開花,高田,612,53,1954,2007,152.9,-0.03854,-0.385,-0.1196,0.393529,-0.02925,0.04808,0.545716,0.0399,
かきの開花,宇都宮,615,68,1953,2020,146.6,-0.27847,-2.785,-0.7662,0.000000,-0.27894,0.03455,0.000000,0.1527,
かきの開花,福井,616,51,1956,2020,147.9,-0.07224,-0.722,-0.2058,0.147427,-0.06015,0.06351,0.348366,0.1888,
かきの開花,高山,617,48,1953,2002,165.3,-0.22849,-2.285,-0.4550,0.001157,-0.20675,0.11098,0.068998,0.4545,sig_to_ns
かきの開花,松本,618,55,1953,2007,154.0,-0.14885,-1.488,-0.4727,0.000268,-0.14268,0.03911,0.000612,-0.0067,
かきの開花,前橋,624,61,1953,2015,145.1,-0.15709,-1.571,-0.4444,0.000334,-0.16729,0.03456,0.000010,-0.1858,
かきの開花,熊谷,626,64,1953,2019,141.9,-0.21104,-2.110,-0.6065,0.000000,-0.21929,0.03886,0.000000,0.0751,
かきの開花,岐阜,632,43,1955,2020,144.6,-0.12125,-1.212,-0.4475,0.002622,-0.12674,0.03045,0.000162,-0.2523,
かきの開花,名古屋,636,32,1986,2020,136.0,-0.37212,-3.721,-0.6024,0.000264,-0.38057,0.10576,0.001176,0.0931,
かきの開花,飯田,637,53,1953,2006,150.3,-0.12125,-1.212,-0.4026,0.002804,-0.10317,0.05240,0.054525,0.2777,sig_to_ns
かきの開花,津,651,55,1953,2020,143.9,0.03080,0.308,0.0646,0.639477,0.01575,0.10271,0.878762,0.3891,
かきの開花,浜松,654,41,1953,2005,134.5,-0.11992,-1.199,-0.2241,0.158890,-0.09934,0.08073,0.226046,-0.0751,
かきの開花,横浜,670,16,1987,2002,141.2,-0.74118,-7.412,-0.5650,0.022564,-0.91736,0.41944,0.047612,0.2423,
かきの開花,鳥取,746,16,1953,1968,142.2,0.36324,3.632,0.2651,0.321105,0.60517,0.36734,0.123419,-0.0081,
かきの開花,京都,759,49,1964,2020,136.5,-0.14627,-1.463,-0.4264,0.002248,-0.18439,0.04572,0.000205,0.0462,
かきの開花,広島,765,12,1953,1964,140.9,-0.96154,-9.615,-0.6103,0.035057,-1.04486,0.57250,0.101283,0.1848,sig_to_ns
かきの開花,神戸,770,22,1980,2002,142.5,-0.23472,-2.347,-0.3574,0.102523,-0.18922,0.12947,0.160211,-0.1366,
かきの開花,洲本,776,41,1955,2002,144.4,-0.04449,-0.445,-0.1255,0.434168,-0.05859,0.06248,0.354314,0.0323,
かきの開花,福岡,807,20,1953,2002,132.6,-0.03137,-0.314,-0.1071,0.653267,-0.06705,0.07189,0.363987,-0.1157,
かきの開花,佐賀,813,40,1955,1995,135.1,-0.09480,-0.948,-0.2692,0.093010,-0.08514,0.04341,0.057385,-0.2673,
かきの開花,熊本,819,34,1953,2002,129.0,-0.07249,-0.725,-0.1745,0.323636,-0.11385,0.07985,0.163923,-0.0061,
かきの開花,鹿児島,827,19,1982,2002,124.9,-0.49393,-4.939,-0.5304,0.019492,-0.77103,0.27422,0.012534,0.3139,
かきの開花,松山,887,12,1953,1967,144.8,-0.56730,-5.673,-0.5548,0.061167,-0.59820,0.24177,0.035322,-0.2388,ns_to_sig
からまつの発芽,網走,409,25,1953,1993,125.6,-0.06197,-0.620,-0.1308,0.533101,-0.09054,0.10485,0.397147,-0.0423,
からまつの発芽,帯広,417,47,1955,2002,113.5,-0.05089,-0.509,-0.1354,0.364345,-0.09759,0.08401,0.251621,0.3748,
からまつの発芽,釧路,418,50,1953,2002,122.6,0.09162,0.916,0.2234,0.118946,0.09827,0.07017,0.167959,0.1557,
からまつの発芽,函館,430,11,1953,1964,115.7,-0.94060,-9.406,-0.4031,0.218911,-0.85268,1.03020,0.431844,0.1878,
からまつの発芽,倶知安,433,35,1953,2002,121.7,-0.08861,-0.886,-0.2088,0.228633,-0.08559,0.10382,0.415779,0.2760,
からまつの発芽,新庄,520,39,1958,1997,110.1,-0.05114,-0.511,-0.1248,0.448899,-0.05137,0.07306,0.486462,0.0370,
からまつの発芽,宮古,585,40,1955,2002,103.4,0.27392,2.739,0.4983,0.001068,0.21603,0.08322,0.013451,0.0915,
からまつの発芽,山形,588,20,1957,1990,99.2,0.13751,1.375,0.2517,0.284479,0.15961,0.15288,0.311097,0.1589,
からまつの発芽,仙台,590,44,1957,2002,96.5,0.00777,0.078,0.0142,0.927208,-0.00593,0.14675,0.967975,0.4628,
からまつの発芽,白河,597,14,1953,1966,101.5,0.15165,1.516,0.1707,0.559525,0.02834,0.26583,0.917018,-0.0542,
からまつの発芽,新潟,604,18,1967,1994,102.1,-0.10254,-1.025,-0.2022,0.421023,-0.13598,0.12553,0.295806,-0.0678,
からまつの発芽,富山,607,21,1961,1994,96.4,0.03741,0.374,0.0518,0.823604,0.05793,0.13242,0.666988,-0.3507,
からまつの発芽,長野,610,68,1953,2020,101.0,-0.13862,-1.386,-0.3827,0.001277,-0.12493,0.04466,0.006768,0.0668,
からまつの発芽,高田,612,52,1954,2007,97.3,-0.05105,-0.510,-0.1075,0.448067,-0.09873,0.09562,0.306865,0.3387,
からまつの発芽,宇都宮,615,62,1955,2020,94.5,-0.13042,-1.304,-0.4018,0.001207,-0.13094,0.04777,0.008094,0.1807,
からまつの発芽,高山,617,53,1953,2005,98.0,-0.01855,-0.185,-0.0451,0.748342,-0.01145,0.08556,0.894073,0.3449,
からまつの発芽,松本,618,55,1953,2007,97.1,0.08528,0.853,0.2348,0.084403,0.08707,0.04452,0.055854,-0.1219,
からまつの発芽,前橋,624,61,1953,2015,91.1,-0.06680,-0.668,-0.1768,0.172850,-0.08888,0.06505,0.177161,0.2747,
からまつの発芽,飯田,637,54,1953,2006,91.5,-0.01113,-0.111,-0.0244,0.861077,-0.06847,0.11322,0.548010,0.4954,
からまつの発芽,久米島,929,15,1980,1994,12.9,-1.55357,-15.536,-0.6861,0.004741,-1.60902,0.34470,0.000543,-0.3963,
ききょうの開花,函館,430,44,1953,2001,203.3,-0.17186,-1.719,-0.2918,0.054610,-0.11777,0.13303,0.381163,0.3721,
ききょうの開花,新庄,520,32,1958,1996,201.8,-0.13854,-1.385,-0.1755,0.336693,-0.40002,0.30626,0.201765,0.6176,
ききょうの開花,盛岡,584,34,1958,2020,206.1,-0.16784,-1.678,-0.3818,0.025882,-0.08944,0.09775,0.367262,0.2351,sig_to_ns
ききょうの開花,宮古,585,37,1954,2007,202.1,-0.11149,-1.115,-0.2146,0.202224,-0.12974,0.13275,0.335312,0.3593,
ききょうの開花,山形,588,56,1953,2020,201.9,-0.31822,-3.182,-0.5041,0.000075,-0.31885,0.11582,0.008067,0.3903,
ききょうの開花,仙台,590,64,1954,2020,185.0,-0.30082,-3.008,-0.6149,0.000000,-0.29322,0.07785,0.000375,0.4070,
ききょうの開花,福島,595,20,1954,1998,197.5,-0.22108,-2.211,-0.4989,0.025129,-0.21029,0.06017,0.002775,-0.4475,
ききょうの開花,白河,597,13,1953,1965,205.5,-0.24725,-2.473,-0.1606,0.600124,-0.37117,0.37802,0.349315,-0.3403,
ききょうの開花,小名浜,598,39,1953,2002,189.0,0.42855,4.286,0.5234,0.000628,0.38236,0.17293,0.033473,0.3530,
ききょうの開花,相川,602,47,1954,2002,200.4,-0.34373,-3.437,-0.5176,0.000195,-0.30873,0.15980,0.059810,0.5293,sig_to_ns
ききょうの開花,新潟,604,49,1966,2019,190.2,0.11274,1.127,0.2163,0.135436,0.14802,0.10466,0.163993,0.2889,
ききょうの開花,金沢,605,61,1953,2020,190.6,0.00185,0.019,0.0051,0.968887,-0.04345,0.07697,0.574605,0.4421,
ききょうの開花,富山,607,53,1961,2020,184.8,0.01236,0.124,0.0274,0.845712,0.03400,0.07660,0.659105,0.1539,
