date,year,doy,sst,clim_mean,clim_90th,anomaly,exceeds_90th
2024-12-19,2024,354,17.51,11.18,13.63,6.33,1
2024-12-20,2024,355,16.27,11.09,13.58,5.18,1
2024-12-21,2024,356,15.65,11.01,13.42,4.64,1
2024-12-22,2024,357,15.25,10.92,13.16,4.33,1
2024-12-23,2024,358,14.69,10.84,12.87,3.85,1
2024-12-24,2024,359,14.20,10.76,12.77,3.44,1
2024-12-25,2024,360,13.54,10.69,12.78,2.85,1
2024-12-26,2024,361,14.06,10.64,12.77,3.42,1
2024-12-27,2024,362,14.37,10.56,12.72,3.81,1
2024-12-28,2024,363,14.71,10.47,12.64,4.24,1
2024-12-29,2024,364,15.49,10.37,12.55,5.12,1
2024-12-30,2024,365,15.61,10.28,12.48,5.33,1
2024-12-31,2024,366,15.57,10.17,12.44,5.40,1
2025-01-01,2025,1,15.99,10.04,12.35,5.95,1
2025-01-02,2025,2,16.00,9.90,12.28,6.10,1
2025-01-03,2025,3,15.82,9.76,12.17,6.06,1
2025-01-04,2025,4,16.23,9.63,12.14,6.60,1
2025-01-05,2025,5,16.03,9.49,12.03,6.54,1
2025-01-06,2025,6,15.76,9.36,11.97,6.40,1
2025-01-07,2025,7,15.50,9.29,11.80,6.21,1
2025-01-08,2025,8,14.57,9.16,11.74,5.41,1
2025-01-09,2025,9,14.14,9.04,11.70,5.10,1
2025-01-10,2025,10,13.50,8.91,11.36,4.59,1
2025-01-11,2025,11,12.54,8.80,11.31,3.74,1
2025-01-12,2025,12,12.39,8.68,11.10,3.71,1
2025-01-13,2025,13,12.21,8.57,10.68,3.64,1
2025-01-14,2025,14,12.12,8.46,10.55,3.66,1
2025-01-15,2025,15,11.99,8.35,10.48,3.64,1
2025-01-16,2025,16,10.63,8.25,10.44,2.38,1
2025-01-17,2025,17,9.43,8.14,10.29,1.29,0
2025-01-18,2025,18,9.02,8.03,10.24,0.99,0
2025-01-19,2025,19,9.16,7.94,10.20,1.22,0
2025-01-20,2025,20,8.43,7.85,10.13,0.58,0
2025-01-21,2025,21,7.74,7.77,9.96,-0.03,0
2025-01-22,2025,22,7.31,7.71,9.89,-0.40,0
2025-01-23,2025,23,7.00,7.64,9.78,-0.64,0
2025-01-24,2025,24,7.01,7.59,9.71,-0.58,0
2025-01-25,2025,25,7.03,7.52,9.66,-0.49,0
2025-01-26,2025,26,6.66,7.44,9.66,-0.78,0
2025-01-27,2025,27,6.47,7.37,9.63,-0.90,0
2025-01-28,2025,28,6.52,7.28,9.62,-0.76,0
2025-01-29,2025,29,6.45,7.18,9.58,-0.73,0
2025-01-30,2025,30,6.32,7.08,9.45,-0.76,0
2025-01-31,2025,31,6.22,6.99,9.27,-0.77,0
2025-02-01,2025,32,6.20,6.90,9.20,-0.70,0
2025-02-02,2025,33,6.37,6.81,9.15,-0.44,0
2025-02-03,2025,34,6.34,6.73,9.08,-0.39,0
2025-02-04,2025,35,6.79,6.64,9.06,0.15,0
2025-02-05,2025,36,7.02,6.55,9.03,0.47,0
2025-02-06,2025,37,7.16,6.48,8.93,0.68,0
2025-02-07,2025,38,7.26,6.42,8.93,0.84,0
2025-02-08,2025,39,7.28,6.36,8.85,0.92,0
2025-02-09,2025,40,7.36,6.32,8.81,1.04,0
2025-02-10,2025,41,7.42,6.29,8.74,1.13,0
2025-02-11,2025,42,7.51,6.25,8.67,1.26,0
2025-02-12,2025,43,7.29,6.21,8.56,1.08,0
2025-02-13,2025,44,7.34,6.16,8.39,1.18,0
2025-02-14,2025,45,7.38,6.11,8.28,1.27,0
2025-02-15,2025,46,7.40,6.04,8.14,1.36,0
2025-02-16,2025,47,7.38,5.98,8.06,1.40,0
2025-02-17,2025,48,7.34,5.92,8.04,1.42,0
2025-02-18,2025,49,7.21,5.87,8.01,1.34,0
2025-02-19,2025,50,7.19,5.82,7.94,1.37,0
2025-02-20,2025,51,7.16,5.77,7.88,1.39,0
2025-02-21,2025,52,7.18,5.72,7.88,1.46,0
2025-02-22,2025,53,7.08,5.67,7.87,1.41,0
2025-02-23,2025,54,6.99,5.65,7.84,1.34,0
2025-02-24,2025,55,6.92,5.63,7.85,1.29,0
2025-02-25,2025,56,6.72,5.61,7.92,1.11,0
2025-02-26,2025,57,6.56,5.59,7.92,0.97,0
2025-02-27,2025,58,6.49,5.56,7.92,0.93,0
2025-02-28,2025,59,6.58,5.54,7.92,1.04,0
